id_match,formations,score,goals,goals_past,total_shots,shots_on_target,shots_off_target,blocked_shots,total_possession,total_passes,accurate_passes,pass_success,key_passes,dribbles_attempted,dribbles,dribbles_past,dribbles_success,aerials_won,aerial_success,offensive_aerials,defensive_aerials,tackles,tackle_success,tackles_attempted,clearances,interceptions,corners,win,draw,lose
1525,5/3/2002,0 - 0,0,0,8,1,6,1,52.2,515,414,80,7,9,7,14,78,11,42,18,8,17,55,31,20,19,0,0,1,0
1526,4/4/2002,0 - 3,0,3,9,1,7,1,48.6,360,250,69,6,8,6,9,75,29,50,21,37,21,70,30,30,15,4,0,0,1
1526,4/4/2002,0 - 3,3,0,14,5,6,3,51.4,389,270,69,8,18,9,6,50,29,50,37,21,16,73,22,27,11,5,1,0,0
1527,4/3/2003,0 - 2,0,2,3,0,2,1,71.7,562,452,80,2,21,10,12,48,8,42,9,10,20,63,32,9,8,5,0,0,1
1527,4-2-3-1,0 - 2,2,0,18,6,5,7,28.3,225,127,56,12,18,12,10,67,11,58,10,9,21,68,31,24,13,5,1,0,0
1528,4/4/2002,2-Feb,2,2,6,3,3,0,68,570,463,81,3,17,6,9,35,9,45,10,10,16,64,25,16,14,4,0,1,0
1528,4/4/2002,2-Feb,2,2,6,2,1,3,32,269,162,60,3,13,9,6,69,11,55,10,10,21,78,27,17,10,2,0,1,0
1529,4-2-3-1,0 - 0,0,0,9,2,4,3,50.8,429,357,83,6,23,11,8,48,6,33,10,8,21,72,29,18,9,6,0,1,0
1529,4-4-1-1,0 - 0,0,0,9,3,5,1,49.2,419,335,80,9,13,8,11,62,12,67,8,10,27,71,38,14,11,4,0,1,0
1530,4/4/2002,1-Feb,1,2,8,4,3,1,42.7,304,215,71,2,7,2,6,29,21,70,20,10,14,70,20,20,12,4,0,0,1
1530,4/3/2003,1-Feb,2,1,21,9,8,4,57.3,401,310,77,14,16,6,2,38,9,30,10,20,7,78,9,12,8,6,1,0,0
1531,5/4/2001,1-Feb,1,2,5,3,1,1,66.8,492,378,77,2,12,4,3,33,16,43,20,17,12,80,15,17,13,4,0,0,1
1531,4/3/2003,1-Feb,2,1,8,3,5,0,33.2,237,131,55,6,10,3,4,30,21,57,17,20,15,79,19,29,15,4,1,0,0
1532,4/4/2002,2-Apr,4,2,10,5,3,2,48.3,383,277,72,6,16,11,6,69,15,58,11,15,19,76,25,36,12,3,1,0,0
1532,4/3/2003,2-Apr,2,4,15,6,7,2,51.7,396,286,72,7,15,6,11,40,11,42,15,11,14,56,25,8,15,5,0,0,1
1533,3-4-2-1,2-Jan,1,2,22,8,9,5,74.5,608,506,83,16,19,12,8,63,24,69,12,23,19,70,27,7,16,14,0,0,1
1533,4/3/2003,2-Jan,2,1,5,2,2,1,25.5,221,125,57,5,14,8,12,57,11,31,23,12,22,65,34,39,23,2,1,0,0
1534,4/4/2002,Apr-00,4,0,15,5,7,3,74.6,680,590,87,10,20,8,13,40,12,43,9,19,17,57,30,12,5,11,1,0,0
1534,3-4-1-2,Apr-00,0,4,5,0,4,1,25.4,222,142,64,3,21,13,8,62,16,57,19,9,15,65,23,19,25,7,0,0,1
1535,4/3/2003,4-Jan,1,4,11,3,5,3,61.7,439,352,80,7,25,17,9,68,16,59,10,17,15,63,24,16,17,6,0,0,1
1535,4/4/2002,4-Jan,4,1,12,6,3,3,38.3,265,170,64,8,17,9,17,53,11,41,17,10,21,55,38,15,10,4,1,0,0
1536,4/4/2002,Jan-00,1,0,12,3,8,1,42.8,351,229,65,10,17,9,10,53,21,36,39,19,11,52,21,15,11,3,1,0,0
1536,4/3/2003,Jan-00,0,1,9,3,4,2,57.2,473,334,71,6,19,10,9,53,37,64,19,39,17,65,26,14,12,3,0,0,1
1537,4/3/2003,2-Jan,2,1,14,4,8,2,47.5,381,281,74,13,20,12,17,60,14,45,15,16,23,58,40,10,13,5,1,0,0
1537,4/4/2002,2-Jan,1,2,9,2,7,0,52.5,437,331,76,7,29,17,12,59,17,55,16,15,24,67,36,30,11,4,0,0,1
1538,4/4/2002,Jan-00,1,0,16,7,3,6,54.2,436,362,83,10,11,8,4,73,14,50,16,12,16,80,20,11,8,13,1,0,0
1538,4-2-3-1,Jan-00,0,1,8,5,2,1,45.8,389,309,79,6,11,4,8,36,14,50,12,16,11,58,19,23,12,5,0,0,1
1539,5/4/2001,0 - 0,0,0,6,0,5,1,35.8,318,227,71,3,26,10,6,38,21,53,19,21,20,77,26,34,15,1,0,1,0
1539,4-2-3-1,0 - 0,0,0,8,0,2,6,64.2,561,463,83,6,12,6,10,50,19,48,20,20,24,71,34,10,14,8,0,1,0
1540,4/4/2002,0 - 1,0,1,15,5,5,5,37.7,348,236,68,12,19,7,9,37,20,43,32,14,16,64,25,11,8,7,0,0,1
1540,4-1-3-2,0 - 1,1,0,7,3,2,2,62.3,593,472,80,5,16,9,7,56,26,57,14,32,19,73,26,14,12,2,1,0,0
1541,4/4/2002,Feb-00,0,2,12,4,6,2,61.9,449,320,71,8,15,9,9,60,20,39,21,30,20,69,29,6,9,4,0,0,1
1541,4/4/2002,Feb-00,2,0,12,3,4,5,38.1,288,155,54,6,22,9,9,41,31,61,30,21,21,70,30,34,13,1,1,0,0
1542,4-2-3-1,0 - 1,1,0,7,4,1,2,49.2,471,364,77,7,15,6,4,40,12,41,4,25,17,81,21,31,9,2,1,0,0
1542,4/4/2002,0 - 1,0,1,19,4,11,4,50.8,466,354,76,14,14,4,6,29,17,59,25,4,23,79,29,9,8,7,0,0,1
1543,4-1-4-1,Jan-00,0,1,7,3,2,2,26.5,231,131,57,6,12,7,15,58,15,31,24,24,17,53,32,38,13,3,0,0,1
1543,3/4/2003,Jan-00,1,0,13,4,7,2,73.5,633,513,81,8,20,15,7,75,33,69,24,24,8,53,15,8,10,10,1,0,0
1544,4-1-4-1,Jan-00,1,0,19,4,10,5,62.2,481,402,84,15,37,17,8,46,14,54,6,20,15,65,23,14,11,8,1,0,0
1544,4-4-1-1,Jan-00,0,1,8,4,3,1,37.8,283,189,67,6,15,8,17,53,12,46,20,6,34,67,51,17,13,6,0,0,1
1545,4/4/2002,2-Feb,2,2,20,6,10,4,59.3,517,398,77,16,16,9,5,56,24,59,21,20,17,77,22,9,18,10,0,1,0
1545,4/3/2003,2-Feb,2,2,6,3,2,1,40.7,368,269,73,5,13,5,9,38,17,41,20,21,13,59,22,27,14,2,0,1,0
1546,4/4/2002,2-Apr,2,4,12,4,5,3,45.9,372,278,75,9,10,4,16,40,26,63,29,12,15,48,31,16,16,5,0,0,1
1546,4/4/2002,2-Apr,4,2,13,4,7,2,54.1,459,374,81,11,25,16,4,64,15,37,12,29,18,82,22,24,12,5,1,0,0
1547,4-2-3-1,2-Jan,2,1,11,4,7,0,59.4,602,508,84,10,35,25,8,71,19,76,6,19,19,70,27,12,8,4,1,0,0
1547,4-4-1-1,2-Jan,1,2,10,3,6,1,40.6,400,316,79,6,16,8,25,50,6,24,19,6,16,39,41,5,18,2,0,0,1
1548,4/3/2003,Mar-00,3,0,12,7,5,0,38.4,318,228,72,7,25,16,7,64,13,54,9,15,27,79,34,14,13,4,1,0,0
1548,4-1-4-1,Mar-00,0,3,11,3,6,2,61.6,505,399,79,8,19,7,16,37,11,46,15,9,19,54,35,11,5,7,0,0,1
1549,4/3/2003,Feb-00,0,2,9,2,6,1,51.1,388,311,80,6,15,11,8,73,16,64,11,14,13,62,21,16,18,5,0,0,1
1549,4-2-3-1,Feb-00,2,0,9,4,2,3,48.9,376,274,73,4,16,8,11,50,9,36,14,11,18,62,29,14,17,9,1,0,0
1550,4/4/2002,1-Jan,1,1,11,4,4,3,68.3,464,360,78,5,18,13,10,72,17,43,16,24,10,50,20,14,9,4,0,1,0
1550,4-4-1-1,1-Jan,1,1,15,9,4,2,31.7,215,116,54,10,16,10,13,63,23,58,24,16,22,63,35,34,10,6,0,1,0
1551,4-2-3-1,1-Jan,1,1,3,1,2,0,34.7,284,166,58,2,18,13,8,72,16,40,24,16,15,65,23,31,12,3,0,1,0
1551,4/4/2002,1-Jan,1,1,12,3,7,2,65.3,529,416,79,10,15,8,13,53,24,60,16,24,13,50,26,21,13,10,0,1,0
1552,4/4/2002,1-Feb,2,1,15,6,6,3,42,289,193,67,9,20,9,15,45,29,55,30,23,25,63,40,17,13,6,1,0,0
1552,4-1-2-1-2,1-Feb,1,2,13,4,5,4,58,412,298,72,11,26,15,9,58,24,45,23,30,23,72,32,23,6,3,0,0,1
1553,4/4/2002,Feb-00,2,0,17,6,10,1,46,355,253,71,11,13,7,5,54,27,56,27,21,13,72,18,20,14,5,1,0,0
1553,5/3/2002,Feb-00,0,2,8,1,2,5,54,420,301,72,4,6,5,7,83,21,44,21,27,12,63,19,19,10,6,0,0,1
1554,4-2-3-1,1-May,5,1,16,9,5,2,53.1,440,348,79,14,11,4,12,36,13,42,16,15,16,57,28,19,14,4,1,0,0
1554,4-2-3-1,1-May,1,5,18,3,9,6,46.9,370,279,75,13,21,12,4,57,18,58,15,16,23,85,27,17,14,7,0,0,1
1555,4-4-1-1,Jan-00,1,0,5,5,0,0,40,304,196,64,4,24,17,7,71,18,43,17,25,12,63,19,32,20,1,1,0,0
1555,3-4-2-1,Jan-00,0,1,11,2,5,4,60,446,328,74,10,14,7,17,50,24,57,25,17,16,48,33,9,14,4,0,0,1
1556,3/5/2002,2-Jan,1,2,12,4,6,2,66.5,545,440,81,9,18,5,3,28,28,57,27,22,22,88,25,6,14,7,0,0,1
1556,4-2-3-1,2-Jan,2,1,7,3,2,2,33.5,274,163,59,5,10,3,5,30,21,43,22,27,16,76,21,34,15,3,1,0,0
1557,5/3/2002,1-Jan,1,1,7,1,5,1,47.9,349,235,67,5,16,10,14,63,17,47,19,17,13,48,27,15,12,4,0,1,0
1557,4-2-3-1,1-Jan,1,1,16,5,7,4,52.1,379,266,70,11,23,14,10,61,19,53,17,19,13,57,23,20,6,6,0,1,0
1558,3-4-1-2,Jan-00,0,1,10,1,7,2,64.4,577,475,82,6,13,6,6,46,35,67,17,35,8,57,14,16,10,5,0,0,1
1558,4/4/2002,Jan-00,1,0,9,3,4,2,35.6,321,211,66,7,6,6,6,100,17,33,35,17,19,76,25,14,10,5,1,0,0
1559,3-5-1-1,Jan-00,0,1,12,2,6,4,72.9,604,528,87,7,13,7,4,54,17,44,21,18,7,64,11,12,6,8,0,0,1
1559,3/4/2003,Jan-00,1,0,8,3,3,2,27.1,222,145,65,5,9,4,7,44,22,56,18,21,11,61,18,43,12,5,1,0,0
1560,3-4-2-1,2-Jan,2,1,7,2,4,1,47.1,338,229,68,4,22,8,17,36,15,37,24,17,22,56,39,18,14,5,1,0,0
1560,4-2-3-1,2-Jan,1,2,13,6,6,1,52.9,385,281,73,8,30,17,8,57,26,63,17,24,27,77,35,17,14,3,0,0,1
1561,4/4/2002,Feb-00,0,2,16,2,12,2,42.4,353,251,71,13,16,7,6,44,21,57,19,18,17,74,23,15,14,4,0,0,1
1561,3-4-1-2,Feb-00,2,0,8,5,2,1,57.6,472,362,77,5,12,6,7,50,16,43,18,19,15,68,22,17,12,4,1,0,0
1562,4-2-3-1,Feb-00,2,0,7,2,5,0,48.9,351,254,72,5,17,9,8,53,23,48,15,33,11,58,19,28,11,2,1,0,0
1562,4/4/2002,Feb-00,0,2,11,3,6,2,51.1,353,263,75,10,11,8,9,73,25,52,33,15,15,63,24,11,11,9,0,0,1
1563,4/3/2003,1-Jan,1,1,13,3,6,4,33.3,276,186,67,5,18,12,11,67,13,41,21,11,19,63,30,19,12,3,0,1,0
1563,4-2-3-1,1-Jan,1,1,10,2,7,1,66.7,579,488,84,9,19,11,12,58,19,59,11,21,11,48,23,21,1,3,0,1,0
1564,4-2-3-1,Feb-00,2,0,18,7,10,1,55.2,500,424,85,13,19,12,6,63,11,50,8,14,11,65,17,14,11,7,1,0,0
1564,4-2-3-1,Feb-00,0,2,9,3,5,1,44.8,410,316,77,3,11,6,12,55,11,50,14,8,11,48,23,16,10,5,0,0,1
1565,4-4-1-1,Mar-00,0,3,5,2,3,0,48.6,422,334,79,4,15,8,10,53,10,50,9,11,10,50,20,6,17,5,0,0,1
1565,3/4/2003,Mar-00,3,0,8,6,0,2,51.4,457,360,79,3,14,10,8,71,10,50,11,9,16,67,24,24,8,2,1,0,0
1566,4/4/2002,Feb-00,2,0,10,4,6,0,57.2,498,409,82,7,19,11,11,58,25,58,15,28,17,61,28,30,8,7,1,0,0
1566,4/3/2003,Feb-00,0,2,17,2,8,7,42.8,362,261,72,8,18,11,11,61,18,42,28,15,13,54,24,15,6,9,0,0,1
1567,4/3/2003,2-Jan,2,1,7,2,1,4,51.7,418,319,76,4,14,5,4,36,24,60,12,28,20,83,24,25,13,3,1,0,0
1567,3/4/2003,2-Jan,1,2,11,3,5,3,48.3,380,271,71,10,12,4,5,33,16,40,28,12,22,81,27,12,12,3,0,0,1
1568,4/4/2002,4-Feb,4,2,13,6,5,2,31.8,228,117,51,9,18,7,9,39,25,48,25,27,14,61,23,27,13,5,1,0,0
1568,4/4/2002,4-Feb,2,4,18,8,7,3,68.2,486,372,77,12,16,9,7,56,27,52,27,25,17,71,24,11,15,5,0,0,1
1569,4/3/2003,Feb-00,0,2,5,1,3,1,30.6,293,179,61,5,22,14,16,64,13,54,15,9,23,59,39,23,18,6,0,0,1
1569,3/4/2003,Feb-00,2,0,14,7,6,1,69.4,677,567,84,10,24,16,14,67,11,46,9,15,19,58,33,9,9,3,1,0,0
1570,3/5/2002,0 - 1,1,0,8,3,3,2,60.1,565,452,80,5,16,7,6,44,17,53,13,19,10,63,16,20,13,3,1,0,0
1570,4-2-3-1,0 - 1,0,1,12,2,6,4,39.9,363,260,72,9,8,6,7,75,15,47,19,13,18,72,25,14,14,5,0,0,1
1571,4-3-1-2,0 - 0,0,0,11,4,7,0,60.4,529,454,86,11,24,14,9,58,9,53,9,8,30,77,39,9,12,7,0,1,0
1571,4-2-3-1,0 - 0,0,0,8,1,6,1,39.6,352,272,77,8,27,9,14,33,8,47,8,9,20,59,34,20,9,3,0,1,0
1572,5/4/2001,1-Jan,1,1,18,7,8,3,35.4,290,169,58,13,14,9,17,64,30,57,35,18,18,51,35,22,9,4,0,1,0
1572,4/3/2003,1-Jan,1,1,12,3,5,4,64.6,531,408,77,10,26,17,9,65,23,43,18,35,19,68,28,13,9,7,0,1,0
1573,4/3/2003,1-Jan,1,1,13,9,2,2,67,512,417,81,11,12,8,9,67,18,51,15,20,14,61,23,8,10,8,0,1,0
1573,4-4-1-1,1-Jan,1,1,7,3,3,1,33,253,159,63,3,16,9,8,56,17,49,20,15,18,69,26,27,9,2,0,1,0
1574,4/4/2002,4-Feb,2,4,19,10,5,4,45.2,315,222,70,13,22,11,7,50,21,68,13,18,11,61,18,18,5,5,0,0,1
1574,4-3-1-2,4-Feb,4,2,16,8,6,2,54.8,387,291,75,12,13,7,11,54,10,32,18,13,18,62,29,17,12,7,1,0,0
1575,4-2-3-1,Feb-00,0,2,7,3,1,3,53.5,415,318,77,6,36,20,9,56,19,51,19,18,18,67,27,7,6,8,0,0,1
1575,4-1-4-1,Feb-00,2,0,13,6,5,2,46.5,362,277,77,10,15,9,20,60,18,49,18,19,28,58,48,22,12,5,1,0,0
1576,4/3/2003,Jan-00,1,0,10,1,6,3,72,569,471,83,8,36,26,9,72,18,47,13,25,17,65,26,5,17,5,1,0,0
1576,4-4-1-1,Jan-00,0,1,7,3,2,2,28,224,130,58,4,14,9,26,64,20,53,25,13,19,42,45,21,15,3,0,0,1
1577,4/4/2002,0 - 0,0,0,8,1,7,0,28.6,223,143,64,7,10,7,15,70,16,50,25,7,13,46,28,26,11,3,0,1,0
1577,3-4-2-1,0 - 0,0,0,15,3,10,2,71.4,569,478,84,11,22,15,7,68,16,50,7,25,12,63,19,16,5,5,0,1,0
1578,4/3/2003,Feb-00,0,2,12,4,6,2,48,367,270,74,10,18,12,11,67,19,50,27,11,9,45,20,11,14,5,0,0,1
1578,4/4/2002,Feb-00,2,0,9,4,4,1,52,415,312,75,5,15,11,12,73,19,50,11,27,27,69,39,22,16,2,1,0,0
1579,4/4/2002,2-Feb,2,2,15,5,9,1,54.3,418,291,70,11,12,6,13,50,26,46,29,27,20,61,33,12,7,4,0,1,0
1579,4/4/2002,2-Feb,2,2,10,3,5,2,45.7,342,209,61,8,21,13,6,62,30,54,27,29,17,74,23,17,18,6,0,1,0
1580,4-1-4-1,2-Jan,2,1,9,2,3,4,37.1,294,209,71,7,21,11,13,52,21,54,20,19,19,59,32,34,11,4,1,0,0
1580,4/3/2003,2-Jan,1,2,22,7,7,8,62.9,496,397,80,15,24,13,11,54,18,46,19,20,15,58,26,7,5,6,0,0,1
1581,4-3-1-2,Apr-00,4,0,17,6,6,5,56.9,481,406,84,8,24,7,3,29,4,24,8,9,25,89,28,9,10,5,1,0,0
1581,5/3/2002,Apr-00,0,4,10,3,6,1,43.1,365,284,78,6,10,3,7,30,13,76,9,8,21,75,28,15,12,3,0,0,1
1582,5/3/2002,0 - 3,0,3,13,2,7,4,51.6,432,333,77,10,14,8,10,57,19,59,20,12,23,70,33,10,6,5,0,0,1
1582,4-2-3-1,0 - 3,3,0,17,6,6,5,48.4,409,321,78,11,25,10,8,40,13,41,12,20,12,60,20,17,20,4,1,0,0
1583,4/4/2002,Mar-00,0,3,9,1,4,4,47.5,425,347,82,5,16,10,15,63,8,53,11,4,19,56,34,12,14,4,0,0,1
1583,4-2-3-1,Mar-00,3,0,18,5,7,6,52.5,477,404,85,13,29,15,10,52,7,47,4,11,18,64,28,24,18,5,1,0,0
1584,4-2-3-1,0 - 0,0,0,17,2,6,9,62.8,493,396,80,11,27,19,8,70,17,53,12,20,22,73,30,23,8,8,0,1,0
1584,4/4/2002,0 - 0,0,0,11,1,8,2,37.2,283,194,69,9,18,8,19,44,15,47,20,12,18,49,37,23,11,6,0,1,0
1585,4-3-1-2,1-Jan,1,1,13,4,6,3,49.4,324,218,67,11,18,11,12,61,24,55,22,22,16,57,28,27,12,9,0,1,0
1585,4-2-3-1,1-Jan,1,1,10,3,6,1,50.6,336,227,68,8,21,12,11,57,20,45,22,22,18,62,29,22,13,3,0,1,0
1586,3/5/2002,2-Jan,2,1,12,5,5,2,69.6,547,433,79,9,22,14,13,64,23,56,13,28,18,58,31,18,8,6,1,0,0
1586,5/4/2001,2-Jan,1,2,12,3,7,2,30.4,230,123,53,6,22,13,14,59,18,44,28,13,18,56,32,23,14,4,0,0,1
1587,4-3-1-2,3-Jan,3,1,15,5,6,4,64.5,561,451,80,11,27,14,9,52,20,54,23,14,21,70,30,13,8,3,1,0,0
1587,4/4/2002,3-Jan,1,3,7,2,3,2,35.5,303,202,67,2,13,9,14,69,17,46,14,23,25,64,39,15,8,2,0,0,1
1588,4/4/2002,0 - 0,0,0,9,3,4,2,47.5,403,325,81,8,14,9,10,64,13,62,6,15,24,71,34,20,16,6,0,1,0
1588,4-2-3-1,0 - 0,0,0,11,4,5,2,52.5,439,365,83,8,21,10,9,48,8,38,15,6,13,59,22,13,11,6,0,1,0
1589,4-2-2-2,0 - 0,0,0,8,0,7,1,47,284,197,69,5,17,6,12,35,25,43,28,30,14,54,26,18,10,4,0,1,0
1589,4-2-3-1,0 - 0,0,0,11,4,5,2,53,335,244,73,7,21,12,6,57,33,57,30,28,20,77,26,34,4,2,0,1,0
1590,4-2-3-1,Mar-00,3,0,15,5,8,2,52,472,384,81,14,22,19,7,86,7,41,6,11,22,76,29,18,9,5,1,0,0
1590,4/4/2002,Mar-00,0,3,16,3,10,3,48,420,344,82,14,14,7,19,50,10,59,11,6,14,42,33,13,14,7,0,0,1
1591,4/4/2002,Mar-00,0,3,14,6,6,2,53.8,470,338,72,13,12,8,13,67,29,43,35,32,11,46,24,20,10,5,0,0,1
1591,4/4/2002,Mar-00,3,0,12,4,6,2,46.2,402,256,64,8,19,13,8,68,38,57,32,35,8,50,16,26,5,5,1,0,0
1592,4-2-3-1,1-Jan,1,1,11,3,6,2,46.1,357,294,82,7,12,7,7,58,8,36,6,16,6,46,13,19,11,3,0,1,0
1592,4/4/2002,1-Jan,1,1,9,5,3,1,53.9,415,352,85,4,9,7,7,78,14,64,16,6,15,68,22,14,11,5,0,1,0
1593,5/3/2002,3-Jan,1,3,9,3,5,1,59.4,450,312,69,8,25,7,11,28,30,56,31,23,18,62,29,14,13,2,0,0,1
1593,4/4/2002,3-Jan,3,1,13,8,5,0,40.6,313,195,62,10,18,11,7,61,24,44,23,31,27,79,34,23,13,2,1,0,0
1594,4-3-2-1,2-Apr,4,2,27,10,9,8,64.5,539,464,86,18,26,15,6,58,13,57,15,8,11,65,17,11,8,10,1,0,0
1594,4/4/2002,2-Apr,2,4,7,3,1,3,35.5,295,231,78,7,9,6,15,67,10,43,8,15,23,61,38,15,5,4,0,0,1
1595,4-2-3-1,2-Jan,2,1,11,4,4,3,49.6,375,283,75,8,21,9,8,43,18,50,15,21,21,72,29,21,16,0,1,0,0
1595,4/3/2003,2-Jan,1,2,16,6,5,5,50.4,383,269,70,8,21,8,9,38,18,50,21,15,21,70,30,12,9,4,0,0,1
1596,4-3-1-2,0 - 3,3,0,28,11,12,5,61.1,537,464,86,20,30,18,8,60,8,47,10,7,11,58,19,12,14,7,1,0,0
1596,4-2-3-1,0 - 3,0,3,12,5,5,2,38.9,344,258,75,8,13,8,18,62,9,53,7,10,15,45,33,22,17,6,0,0,1
1597,4/3/2003,2-Jan,2,1,10,5,4,1,44.9,351,254,72,7,18,10,10,56,22,54,18,23,24,71,34,20,17,6,1,0,0
1597,4-3-1-2,2-Jan,1,2,14,5,7,2,55.1,439,338,77,13,24,10,10,42,19,46,23,18,25,71,35,12,16,3,0,0,1
1598,4-2-3-1,2-Mar,3,2,9,7,2,0,45.4,332,228,69,7,11,8,13,73,5,31,4,12,19,59,32,20,6,2,1,0,0
1598,3-1-4-2,2-Mar,2,3,14,4,8,2,54.6,385,288,75,8,26,13,8,50,11,69,12,4,15,65,23,15,8,5,0,0,1
1599,4/4/2002,0 - 1,0,1,14,3,7,4,49.7,362,243,67,8,23,18,13,78,25,60,18,24,26,67,39,23,11,5,0,0,1
1599,4/3/2003,0 - 1,1,0,17,5,10,2,50.3,358,255,71,11,29,13,18,45,17,40,24,18,10,36,28,12,14,5,1,0,0
1600,5/4/2001,0 - 0,0,0,17,4,9,4,61.2,448,339,76,10,19,10,9,53,24,47,15,36,16,64,25,28,9,1,0,1,0
1600,4/4/2002,0 - 0,0,0,11,3,6,2,38.8,269,162,60,8,20,9,10,45,27,53,36,15,16,62,26,18,14,8,0,1,0
1601,4/4/2002,4-Apr,4,4,15,8,6,1,46,275,172,63,8,19,7,12,37,19,48,25,15,17,59,29,15,11,4,0,1,0
1601,4-4-1-1,4-Apr,4,4,13,8,3,2,54,331,241,73,7,16,12,7,75,21,53,15,25,18,72,25,27,16,1,0,1,0
1602,4/4/2002,1-Feb,1,2,8,3,4,1,54.8,367,266,72,6,15,8,5,53,20,65,22,9,10,67,15,13,3,7,0,0,1
1602,4-2-3-1,1-Feb,2,1,5,4,1,0,45.2,312,232,74,4,9,5,8,56,11,35,9,22,14,64,22,35,12,4,1,0,0
1603,4-2-3-1,2-Jan,2,1,10,6,3,1,47.6,426,326,77,7,29,18,16,62,11,38,7,22,21,57,37,22,15,3,1,0,0
1603,4-2-3-1,2-Jan,1,2,14,3,9,2,52.4,455,344,76,11,27,16,18,59,18,62,22,7,21,54,39,11,14,8,0,0,1
1604,4-2-3-1,0 - 0,0,0,16,3,8,5,73.3,650,561,86,9,22,9,10,41,16,40,12,28,16,62,26,18,4,11,0,1,0
1604,4/4/2002,0 - 0,0,0,3,1,0,2,26.7,236,139,59,2,21,10,9,48,24,60,27,13,20,69,29,34,19,4,0,1,0
1605,4-2-3-1,0 - 2,0,2,14,4,7,3,54.5,344,230,67,9,15,8,12,53,24,50,19,29,14,54,26,15,4,7,0,0,1
1605,4-2-3-1,0 - 2,2,0,11,3,5,3,45.5,292,175,60,8,18,12,8,67,24,50,29,19,16,67,24,16,6,7,1,0,0
1606,4-2-3-1,1-Jan,1,1,12,4,6,2,66.1,622,534,86,11,35,15,15,43,15,60,11,14,12,44,27,11,9,6,0,1,0
1606,4-2-3-1,1-Jan,1,1,6,2,3,1,33.9,315,210,67,4,22,15,15,68,10,40,14,11,32,68,47,10,16,5,0,1,0
1607,4/4/2002,2-Feb,2,2,12,3,7,2,35.8,294,186,63,9,22,14,16,64,23,68,10,24,13,45,29,16,18,1,0,1,0
1607,4/3/2003,2-Feb,2,2,10,5,4,1,64.2,541,416,77,10,19,16,14,84,11,32,24,10,19,58,33,8,13,3,0,1,0
1608,3-4-2-1,1-Jan,1,1,14,7,5,2,53.3,434,321,74,10,25,12,7,48,26,57,20,26,8,53,15,22,14,7,0,1,0
1608,4-1-4-1,1-Jan,1,1,18,6,10,2,46.7,360,265,74,11,8,7,12,88,20,43,26,20,23,66,35,15,8,8,0,1,0
1609,5/3/2002,Mar-00,3,0,23,12,9,2,45,319,242,76,13,15,9,9,60,17,49,17,18,21,70,30,31,9,9,1,0,0
1609,4-2-3-1,Mar-00,0,3,12,3,6,3,55,394,310,79,11,19,9,9,47,18,51,18,17,15,63,24,22,8,4,0,0,1
1610,4-2-3-1,Jan-00,0,1,14,6,3,5,69.7,500,425,85,12,28,8,3,29,11,39,13,15,13,81,16,10,9,5,0,0,1
1610,4/3/2003,Jan-00,1,0,6,4,0,2,30.3,212,140,66,5,9,3,8,33,17,61,15,13,27,77,35,33,8,6,1,0,0
1611,4/4/2002,1-Jan,1,1,14,3,5,6,66.6,521,412,79,9,31,22,12,71,21,54,17,22,12,50,24,14,8,8,0,1,0
1611,3/4/2003,1-Jan,1,1,10,2,6,2,33.4,267,165,62,8,15,12,22,80,18,46,22,17,11,33,33,51,8,5,0,1,0
1612,4/3/2003,4-Mar,4,3,8,5,2,1,39.1,260,154,59,8,29,16,8,55,32,60,33,20,12,60,20,18,8,6,1,0,0
1612,5/3/2002,4-Mar,3,4,13,6,3,4,60.9,410,295,72,10,14,8,16,57,21,40,20,33,24,60,40,15,5,6,0,0,1
1613,4/4/2002,2-Feb,2,2,20,9,6,5,51.5,356,262,74,13,24,11,16,46,21,57,18,19,26,62,42,22,12,5,0,1,0
1613,4/4/2002,2-Feb,2,2,18,6,7,5,48.5,340,247,73,16,25,16,11,64,16,43,19,18,16,59,27,19,9,3,0,1,0
1614,4/3/2003,May-00,5,0,15,9,6,0,71,725,641,88,9,18,7,5,39,11,46,7,17,16,76,21,24,9,3,1,0,0
1614,5/4/2001,May-00,0,5,7,4,1,2,29,284,205,72,6,13,5,7,38,13,54,17,7,21,75,28,15,21,7,0,0,1
1615,4-2-3-1,Jan-00,0,1,10,3,6,1,69.6,529,434,82,7,37,22,6,59,16,55,17,12,14,70,20,8,9,9,0,0,1
1615,4-1-4-1,Jan-00,1,0,4,1,3,0,30.4,238,157,66,2,12,6,22,50,13,45,12,17,35,61,57,44,17,0,1,0,0
1616,4-1-3-2,3-Feb,2,3,23,7,12,4,64.2,642,537,84,23,21,11,14,52,8,42,11,8,26,65,40,10,19,6,0,0,1
1616,4-4-1-1,3-Feb,3,2,6,5,1,0,35.8,359,247,69,4,29,14,11,48,11,58,8,11,23,68,34,19,17,2,1,0,0
1617,3-5-1-1,Mar-00,3,0,17,8,6,3,60.3,538,439,82,13,24,15,9,63,16,55,16,13,17,65,26,10,12,3,1,0,0
1617,4-2-3-1,Mar-00,0,3,9,2,4,3,39.7,358,269,75,8,16,9,15,56,13,45,13,16,17,53,32,18,12,1,0,0,1
1618,4-2-3-1,Jan-00,0,1,13,3,9,1,52.1,395,287,73,9,24,15,8,63,20,63,21,11,20,71,28,19,16,6,0,0,1
